_id,Currency,Date,Open,High,Low,Close,Volume,Market Cap
ObjectId("5e5a946645e7ef3284237110"),bitcoin,24/08/2019,"10,407.64","10,418.02","9,982.30"
ObjectId("5e5a946645e7ef3284237126"),bitcoin,02/08/2019,"10,402.04","10,657.95","10,371.01"
ObjectId("5e5a946645e7ef328423732f"),bitcoin,27/02/2018,"10,393.90","10,878.50","10,246.10"
ObjectId("5e5a946645e7ef328423710d"),bitcoin,27/08/2019,"10,372.83","10,381.33","10,087.30"
ObjectId("5e5a946645e7ef3284237117"),bitcoin,17/08/2019,"10,358.72","10,452.62","10,086.70"
ObjectId("5e5a946645e7ef32842370fa"),bitcoin,15/09/2019,"10,356.47","10,387.03","10,313.09"
ObjectId("5e5a946645e7ef3284237102"),bitcoin,07/09/2019,"10,353.93","10,558.67","10,348.92"
ObjectId("5e5a946645e7ef3284237115"),bitcoin,19/08/2019,"10,350.28","10,916.05","10,313.20"
ObjectId("5e5a946645e7ef32842370f9"),bitcoin,16/09/2019,"10,347.22","10,386.87","10,189.74"
ObjectId("5e5a946645e7ef3284237130"),bitcoin,23/07/2019,"10,346.75","10,346.75","9,883.60"
ObjectId("5e5a946645e7ef3284237106"),bitcoin,03/09/2019,"10,345.73","10,736.10","10,308.55"
ObjectId("5e5a946645e7ef32842370fb"),bitcoin,14/09/2019,"10,345.40","10,422.13","10,291.69"
ObjectId("5e5a946645e7ef32842370ff"),bitcoin,10/09/2019,"10,336.41","10,394.35","10,020.57"
ObjectId("5e5a946645e7ef3284237118"),bitcoin,16/08/2019,"10,319.42","10,524.35","9,855.48"
ObjectId("5e5a946645e7ef3284237332"),bitcoin,24/02/2018,"10,287.70","10,597.20","9,546.97"
ObjectId("5e5a946645e7ef32842370f8"),bitcoin,17/09/2019,"10,281.51","10,296.77","10,199.74"
ObjectId("5e5a946645e7ef32842370f5"),bitcoin,20/09/2019,"10,266.32","10,285.87","10,132.19"
ObjectId("5e5a946645e7ef32842370f7"),bitcoin,18/09/2019,"10,247.80","10,275.93","10,191.47"
ObjectId("5e5a946645e7ef3284237349"),bitcoin,01/02/2018,"10,237.30","10,288.80","8,812.28"
ObjectId("5e5a946645e7ef3284237116"),bitcoin,18/08/2019,"10,233.01","10,487.07","10,119.09"
ObjectId("5e5a946645e7ef328423710c"),bitcoin,28/08/2019,"10,203.43","10,279.37","9,716.66"
ObjectId("5e5a946645e7ef32842370f6"),bitcoin,19/09/2019,"10,200.50","10,295.67","9,851.69"
